donor_id,Last_Transaction,Frequency,Monetary,Recency,donor_segment,tangga_donatur_keterangan,dominant_program,affinity_score
G14603,25-01-21 11:01,1,10000,1436,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Donasi Umum/Lainnya,100
G14604,04-03-22 12:15,4,414400,1033,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,50
G14605,05-04-22 20:21,7,438620,1001,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,57.14285714285714
G14607,25-01-21 16:12,1,100000,1436,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
G14609,25-01-21 20:57,1,100000,1436,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
G14610,25-01-21 22:36,1,631766,1435,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Yatim & Pendidikan,100
G14611,26-01-21 4:59,1,65000,1435,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G14616,26-01-21 15:58,1,500000,1435,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Yatim & Pendidikan,100
G14619,23-07-23 22:12,8,520000,527,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Donasi Umum/Lainnya,50
G14620,21-02-21 4:52,10,1000000,1409,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,80
G14621,02-07-24 15:57,1,100000,182,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
G14622,26-01-21 21:54,1,200000,1435,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Zakat,100
G14623,27-01-21 4:06,1,200000,1434,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G14624,27-01-21 5:46,1,10000,1434,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Donasi Umum/Lainnya,100
G14625,10-05-21 21:58,5,300000,1331,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,80
G14626,27-01-21 12:05,1,11000,1434,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
G14627,30-12-21 16:44,5,3482500,1097,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Yatim & Pendidikan,80
G14628,27-01-21 12:58,2,500000,1434,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,50
G14629,27-01-21 13:23,1,1000000,1434,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Yatim & Pendidikan,100
G14630,27-01-21 19:49,1,10000000,1434,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,100
G14633,28-01-21 9:31,1,200000,1433,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Wakaf & Infrastruktur,100
G14634,28-01-21 14:34,1,20000,1433,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G14635,28-01-21 14:40,1,100000,1433,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
G14637,28-01-21 17:35,1,20000,1433,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
G14638,28-01-21 18:58,1,500000,1433,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Donasi Umum/Lainnya,100
G14639,28-01-21 22:51,1,100000,1432,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G14641,29-01-21 4:51,1,150000,1432,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Donasi Umum/Lainnya,100
G14642,29-01-21 6:07,1,50000,1432,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
G14643,02-07-21 14:31,4,1000000,1278,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Donasi Umum/Lainnya,100
G14644,26-08-24 20:06,27,5290000,127,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Zakat,77.77777777777779
G14647,29-01-21 11:10,2,200000,1432,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,50
G14649,29-01-21 10:44,1,100000,1432,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
G14650,30-08-22 7:24,5,405000,854,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,60
G14651,29-01-21 11:20,1,50000,1432,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G14652,26-05-22 18:49,9,1230000,950,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Yatim & Pendidikan,100
G14656,29-01-21 15:20,1,120000,1432,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Zakat,100
G14657,28-10-22 9:59,3,182500,795,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,33.33333333333333
G14658,29-01-21 15:58,1,25000,1432,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G14659,29-01-21 18:25,2,1250000,1432,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Yatim & Pendidikan,100
G14660,29-01-21 21:16,1,300000,1432,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
G14661,30-01-21 4:42,1,10000,1431,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
G14662,30-01-21 9:25,1,500494,1431,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Yatim & Pendidikan,100
G14664,01-09-22 13:16,3,1500000,852,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Zakat,66.66666666666666
G14666,30-01-21 20:25,1,50000,1431,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
G14667,05-02-21 12:33,1,400000,1425,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G14669,22-10-21 9:55,5,190000,1166,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,60
G14670,31-01-21 19:10,1,500000,1430,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,100
G14671,31-01-21 19:39,1,300000,1430,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G14672,10-11-24 21:40,29,8564500,51,Active Donor (Mulai Aktif),Donatur mulai punya kebiasaan berdonasi. Perlu diberikan edukasi & reminder konsisten.,Zakat,100
G14673,29-12-22 4:17,5,320000,733,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,100
G14676,05-04-21 17:52,2,150000,1366,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,50
G14679,15-10-21 4:48,1,45000,1173,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
G14681,02-03-21 5:28,2,500000,1400,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Yatim & Pendidikan,100
G14682,03-02-21 13:40,2,700000,1427,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Yatim & Pendidikan,100
G14683,22-07-22 11:11,2,70000,893,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,50
G14684,03-02-21 12:24,1,75000,1427,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G14685,03-02-21 12:26,1,100000,1427,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Wakaf & Infrastruktur,100
G14686,27-09-22 9:54,21,572000,826,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,95.23809523809523
G14687,03-02-21 15:23,1,200000,1427,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
G14688,25-03-21 10:19,1,500000,1377,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,100
G14692,01-09-21 10:17,6,786000,1217,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Zakat,83.33333333333334
G14693,26-02-21 21:19,2,110000,1404,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,100
G14694,14-10-22 12:13,3,400000,809,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Zakat,66.66666666666666
G14696,26-02-21 6:08,2,325000,1404,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,50
G14697,04-02-21 21:18,1,100000,1426,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G14698,04-02-21 21:32,1,200000,1426,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G14699,04-02-21 23:32,1,200000,1425,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G14700,05-02-21 4:42,1,100000,1425,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
G14701,05-02-21 5:48,1,25000,1425,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
G14704,18-11-22 9:02,3,95000,774,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,66.66666666666666
G14705,15-04-22 21:55,2,650000,991,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Yatim & Pendidikan,50
G14706,05-02-21 9:31,1,250000,1425,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
G14707,05-02-21 9:47,1,200000,1425,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
G14708,05-02-21 9:56,1,50000,1425,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
G14709,05-02-21 10:38,1,100000,1425,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
G14711,24-08-21 11:51,6,5050000,1225,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Zakat,66.66666666666666
G14714,05-05-21 22:30,2,450000,1335,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Yatim & Pendidikan,100
G14716,29-03-21 8:17,2,575000,1373,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,100
G14717,05-07-21 14:45,2,800000,1275,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,50
G14718,16-01-23 11:38,6,3000000,715,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,100
G14719,27-12-24 20:36,7,260000,4,Reactivated Donor (Kembali Aktif),Donatur yang sempat tidak aktif lalu berdonasi lagi. Perlu disambut hangat agar tidak hilang lagi.,Donasi Umum/Lainnya,28.57142857142857
G14720,05-02-21 19:04,1,50000,1425,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
G14721,05-02-21 19:19,1,100000,1425,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
G14722,05-02-21 20:17,1,100000,1425,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
G14725,06-02-21 16:11,1,150093,1424,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G14726,06-02-21 19:13,1,20000,1424,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
G14727,06-02-21 20:02,1,500000,1424,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Yatim & Pendidikan,100
G14728,06-02-21 21:41,1,120384,1424,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
G14729,18-04-23 15:43,9,3950000,623,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Zakat,77.77777777777779
G14731,07-02-22 5:25,15,460000,1058,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,80
G14732,31-08-22 23:02,8,1200000,852,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Zakat,62.5
G14735,27-10-23 5:04,11,345000,431,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,100
G14737,08-02-21 10:39,1,200000,1422,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G14740,24-12-22 6:12,7,1870000,738,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,71.42857142857143
G14742,11-03-21 11:48,3,255000,1391,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,33.33333333333333
G14747,08-02-21 21:49,2,200000,1422,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Donasi Umum/Lainnya,50
G14748,09-02-21 5:25,1,10000,1421,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Donasi Umum/Lainnya,100
G14750,09-02-21 10:18,1,100000,1421,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Donasi Umum/Lainnya,100
G14752,09-02-21 16:17,1,25000,1421,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Donasi Umum/Lainnya,100
